order = 65
 ref0,  ref1,    nR,  nG, nDir
0.000, 0.000,	1454,   0, 1454
0.010, 0.000,	1454,   4, 1458
0.020, 0.000,	1454,   8, 1462
0.030, 0.000,	1454,  16, 1470
0.040, 0.000,	1454,  24, 1478
0.050, 0.000,	1454,  36, 1490
0.060, 0.000,	1454,  40, 1494
0.070, 0.000,	1454,  56, 1510
0.080, 0.000,	1454,  64, 1518
0.090, 0.000,	1454,  84, 1538
0.100, 0.000,	1454,  92, 1546
0.110, 0.000,	1454, 112, 1566
0.120, 0.000,	1454, 128, 1582
0.130, 0.000,	1454, 136, 1590
0.140, 0.000,	1454, 164, 1618
0.150, 0.000,	1454, 188, 1642
0.160, 0.000,	1454, 200, 1654
0.170, 0.000,	1454, 232, 1686
0.180, 0.000,	1454, 248, 1702
0.190, 0.000,	1454, 268, 1722
0.200, 0.000,	1454, 300, 1754
0.000, 0.010,	1454,   8, 1462
0.020, 0.010,	1454,  12, 1466
0.030, 0.010,	1454,  20, 1474
0.040, 0.010,	1454,  28, 1482
0.050, 0.010,	1454,  40, 1494
0.060, 0.010,	1454,  44, 1498
0.070, 0.010,	1454,  60, 1514
0.080, 0.010,	1454,  68, 1522
0.090, 0.010,	1454,  88, 1542
0.100, 0.010,	1454,  96, 1550
0.110, 0.010,	1454, 116, 1570
0.120, 0.010,	1454, 132, 1586
0.130, 0.010,	1454, 140, 1594
0.140, 0.010,	1454, 168, 1622
0.150, 0.010,	1454, 192, 1646
0.160, 0.010,	1454, 204, 1658
0.170, 0.010,	1454, 236, 1690
0.180, 0.010,	1454, 252, 1706
0.190, 0.010,	1454, 272, 1726
0.200, 0.010,	1454, 304, 1758
0.000, 0.020,	1454,  16, 1470
0.030, 0.020,	1454,  24, 1478
0.040, 0.020,	1454,  32, 1486
0.050, 0.020,	1454,  44, 1498
0.060, 0.020,	1454,  48, 1502
0.070, 0.020,	1454,  64, 1518
0.080, 0.020,	1454,  72, 1526
0.090, 0.020,	1454,  92, 1546
0.100, 0.020,	1454, 100, 1554
0.110, 0.020,	1454, 120, 1574
0.120, 0.020,	1454, 136, 1590
0.130, 0.020,	1454, 144, 1598
0.140, 0.020,	1454, 172, 1626
0.150, 0.020,	1454, 196, 1650
0.160, 0.020,	1454, 208, 1662
0.170, 0.020,	1454, 240, 1694
0.180, 0.020,	1454, 256, 1710
0.190, 0.020,	1454, 276, 1730
0.200, 0.020,	1454, 308, 1762
0.000, 0.030,	1454,  28, 1482
0.040, 0.030,	1454,  36, 1490
0.050, 0.030,	1454,  48, 1502
0.060, 0.030,	1454,  52, 1506
0.070, 0.030,	1454,  68, 1522
0.080, 0.030,	1454,  76, 1530
0.090, 0.030,	1454,  96, 1550
0.100, 0.030,	1454, 104, 1558
0.110, 0.030,	1454, 124, 1578
0.120, 0.030,	1454, 140, 1594
0.130, 0.030,	1454, 148, 1602
0.140, 0.030,	1454, 176, 1630
0.150, 0.030,	1454, 200, 1654
0.160, 0.030,	1454, 212, 1666
0.170, 0.030,	1454, 244, 1698
0.180, 0.030,	1454, 260, 1714
0.190, 0.030,	1454, 280, 1734
0.200, 0.030,	1454, 312, 1766
0.000, 0.040,	1454,  44, 1498
0.050, 0.040,	1454,  56, 1510
0.060, 0.040,	1454,  60, 1514
0.070, 0.040,	1454,  76, 1530
0.080, 0.040,	1454,  84, 1538
0.090, 0.040,	1454, 104, 1558
0.100, 0.040,	1454, 112, 1566
0.110, 0.040,	1454, 132, 1586
0.120, 0.040,	1454, 148, 1602
0.130, 0.040,	1454, 156, 1610
0.140, 0.040,	1454, 184, 1638
0.150, 0.040,	1454, 208, 1662
0.160, 0.040,	1454, 220, 1674
0.170, 0.040,	1454, 252, 1706
0.180, 0.040,	1454, 268, 1722
0.190, 0.040,	1454, 288, 1742
0.200, 0.040,	1454, 320, 1774
0.000, 0.050,	1454,  60, 1514
0.060, 0.050,	1454,  64, 1518
0.070, 0.050,	1454,  80, 1534
0.080, 0.050,	1454,  88, 1542
0.090, 0.050,	1454, 108, 1562
0.100, 0.050,	1454, 116, 1570
0.110, 0.050,	1454, 136, 1590
0.120, 0.050,	1454, 152, 1606
0.130, 0.050,	1454, 160, 1614
0.140, 0.050,	1454, 188, 1642
0.150, 0.050,	1454, 212, 1666
0.160, 0.050,	1454, 224, 1678
0.170, 0.050,	1454, 256, 1710
0.180, 0.050,	1454, 272, 1726
